name,company,city,state,country,address,state_clean
Switch THE ROCK Campus,Switch,Round Rock,Austin,United States,150 Dell Way,TX
6682 Farm to Market 535,EdgeConneX,Bastrop,Austin,United States,6682 Farm to Market 535,TX
Prime Austin,Prime Data Centers,Maxwell,Austin,United States,FM2720 & Bobwhite Rd,TX
Tract Uhland,Tract,Uhland,Austin,United States,Farm to Market Road 2720,TX
SDC Austin - Building A,Sabey Data Center Properties LLC,Round Rock,Austin,United States,1300 Louis Henna Blvd,TX
904 Francis Harris Lane,Unknown Company,San Marcos,Austin,United States,904 Francis Harris Ln,TX
Bitdeer Texas,Bitdeer Technologies Group,Rockdale,Austin,United States,3291 Charles Martin Hall Rd,TX
Data Canopy - Austin Trade Center,Data Canopy,Austin,Austin,United States,6110 Trade Center Dr,TX
American Tower EDC Austin,American Tower Corporation,Austin,Austin,United States,1601 West 10th Street,TX
Lumen Austin 1,Lumen,Austin,Austin,United States,4207 Smith School Road,TX
Project Comal Campus,KDC,Taylor,Austin,United States,1051 County Road 401,TX
Iron Mountain Data Centers Hutto Campus,Iron Mountain Data Centers,Hutto,Austin,United States,County Rd 404,TX
Iron Mountain Data Centers Hutto-3,Iron Mountain Data Centers,Hutto,Austin,United States,County Rd 404,TX
Iron Mountain Data Centers Hutto-6,Iron Mountain Data Centers,Hutto,Austin,United States,County Rd 404,TX
Iron Mountain Data Centers Hutto-4,Iron Mountain Data Centers,Hutto,Austin,United States,County Rd 404,TX
Lumen Austin 2,Lumen,Austin,Austin,United States,1825-A Kramer Lane,TX
Lumen Austin 3,Lumen,Austin,Austin,United States,500 B. Chicon Street,TX
Iron Mountain Data Centers Hutto-2,Iron Mountain Data Centers,Hutto,Austin,United States,County Rd 404,TX
Iron Mountain Data Centers Hutto-5,Iron Mountain Data Centers,Hutto,Austin,United States,County Rd 404,TX
Iron Mountain Data Centers Hutto-1,Iron Mountain Data Centers,Hutto,Austin,United States,County Rd 404,TX
Iron Mountain Data Centers Hutto-7,Iron Mountain Data Centers,Hutto,Austin,United States,County Rd 404,TX
Project Comal - Bldg 5,KDC,Taylor,Austin,United States,1051 County Road 401,TX
Project Comal - Bldg 6,KDC,Taylor,Austin,United States,1051 County Road 401,TX
Project Comal - Bldg 4,KDC,Taylor,Austin,United States,1051 County Road 401,TX
Project Comal - Bldg 3,KDC,Taylor,Austin,United States,1051 County Road 401,TX
Project Comal - Bldg 1,KDC,Taylor,Austin,United States,1051 County Road 401,TX
Project Comal - Bldg 2,KDC,Taylor,Austin,United States,1051 County Road 401,TX
TRG Houston One HOU1,TRG Datacenters,Spring,Houston,United States,2626 Spring Cypress Road,TX
TRG Houston Two HOU2,TRG Datacenters,Spring,Houston,United States,2626 Spring Cypress Rd,TX
TRG Houston Campus,TRG Datacenters,Spring,Houston,United States,2626 Spring Cypress Rd,TX
12235 North Fwy (IAH14),Digital Realty,Houston,Houston,United States,12235 North Fwy,TX
12231 North Fwy (IAH13),Digital Realty,Houston,Houston,United States,12231 North Fwy,TX
12061 North Freeway (IAH11),Digital Realty,Houston,Houston,United States,12061 North Freeway,TX
Digital Houston Campus,Digital Realty,Houston,Houston,United States,12001-12245 North Fwy,TX
12001 North Fwy (IAH10),Digital Realty,Houston,Houston,United States,12001 North Fwy,TX
Skybox Houston One,Skybox Datacenters,Houston,Houston,United States,22000 Franz Road,TX
Data Foundry - Houston 2,Data Foundry,Houston,Houston,United States,660 Greens Pkwy,TX
EdgeConneX Houston,EdgeConneX,Katy,Houston,United States,1510 Prime West Parkway,TX
Stream DC Houston I - The Woodlands,Stream Data Centers,The Woodlands,Houston,United States,4001 Technology Forest Blvd,TX
DataBank HOU1 - Westway Park I,DataBank,Houston,Houston,United States,5150 Westway Park Blvd,TX
DataBank HOU5 - Houston Galleria,DataBank,Houston,Houston,United States,4201 Southwest Freeway,TX
DataBank HOU3 - Westway Park III,DataBank,Houston,Houston,United States,11003 Corporate Centre Dr,TX
Serverfarm Houston Data Center CTX2,Serverfarm,Houston,Houston,United States,15555 Cutten Rd,TX
DataBank HOU2 - Westway Park II,DataBank,Houston,Houston,United States,5170 Westway Park Blvd,TX
Data Foundry - Houston 1,Data Foundry,Houston,Houston,United States,5555 San Felipe St,TX
Iozera Houston,Iozera,Houston,Houston,United States,11631 Roark Rd,TX
Crown Castle Houston (TX1),CROWN CASTLE,Houston,Houston,United States,801 Louisiana St,TX
Serverfarm Houston Data Center HTX1,Serverfarm,Hockley,Houston,United States,28401 Betka Rd,TX
Serverfarm Houston Data Center HTX2,Serverfarm,Hockley,Houston,United States,28401 Betka Rd,TX
Dataprana La Marque,Dataprana,La Marque,Houston,United States,4995 Farm to Market Rd 1764,TX
Serverfarm Houston Data Center CTX1,Serverfarm,Houston,Houston,United States,15555 Cutten Rd,TX
LOGIX Houston #2,LOGIX FIBER NETWORKS,Houston,Houston,United States,811 Louisiana St,TX
Comcast Willis,Comcast,Willis,Houston,United States,606 Texas State Highway 75,TX
24 Hour Data Houston,24 Hour Data,Houston,Houston,United States,723 Main St,TX
ECL TerraSite-TX1,EdgeCloudLink (ECL),Houston,Houston,United States,"within east of Houston, Texas",TX
Verizon Houston,Verizon Communications Inc.,Houston,Houston,United States,2401 Portsmouth St,TX
Lumen Houston 1,Lumen,Houston,Houston,United States,12001 1-45 North,TX
Energy Transfer Data Center,Energy Transfer,Houston,Houston,United States,7210 Ardmore,TX
Lumen Houston 3,Lumen,Houston,Houston,United States,2300 Lyons Avenue,TX
Crusoe Port of Victoria Campus,Crusoe Cloud,Victoria,Houston,United States,within Port of Victoria,TX
Project Aggie,Priority Power,College Station,Houston,United States,Midtown Dr & Corporate Pkwy,TX
Hostrunway Houston,Hostrunway,Houston,Houston,United States,10685-B Hazelhurst Dr. # 19283,TX
LOGIX Houston #1,LOGIX FIBER NETWORKS,Katy,Houston,United States,"1510 Primewest Parkway, Energy Corridor",TX
LOGIX Houston #3,LOGIX FIBER NETWORKS,Houston,Houston,United States,4635 Southwest Freeway,TX
IBM HOU00,IBM,Houston,Houston,United States,835 Greens Parkway,TX
Evocative - INAP Houston,Evocative Data Centers,Houston,Houston,United States,1301 Fannin St,TX
CyrusOne HOU4 - Houston,CyrusOne Data Centers,Houston,Houston,United States,5160 Westway Park Blvd,TX
Project Aggie - Building 1,Priority Power,College Station,Houston,United States,Midtown Dr & Corporate Pkwy,TX
IBM HOU01,IBM,Houston,Houston,United States,390 Benmar Drive,TX
IBM HOU04,IBM,Houston,Houston,United States,315 Capitol St,TX
IBM HOU02,IBM,Houston,Houston,United States,855 Greens Parkway,TX
Project Aggie - Building 2,Priority Power,College Station,Houston,United States,Midtown Dr & Corporate Pkwy,TX
CyrusOne HOU3 - Houston,CyrusOne Data Centers,Houston,Houston,United States,11003 Corporate Centre Dr,TX
Lumen Houston 2,Lumen,Houston,Houston,United States,7060 Empire Central Dr,TX
"Lumen, 3939 Corporate Dr",Lumen,Houston,Houston,United States,5959 Coprporate Drive,TX
NaviSite Houston,"NaviSite, Inc.",Houston,Houston,United States,1301 Fannin Street,TX
CyrusOne SAT1 - San Antonio,CyrusOne Data Centers,San Antonio,San Antonio,United States,9999 Westover Hills Blvd,TX
CyrusOne SAT2 - San Antonio,CyrusOne Data Centers,San Antonio,San Antonio,United States,9554 Westover Hills Blvd,TX
CyrusOne SAT5 - San Antonio,CyrusOne Data Centers,San Antonio,San Antonio,United States,14719 Omicron Dr.,TX
H5 Data Centers San Antonio,H5 Data Centers,San Antonio,San Antonio,United States,100 Taylor St.,TX
Vantage TX12 - San Antonio,Vantage Data Centers,San Antonio,San Antonio,United States,17420 Omicron Dr,TX
CloudHQ SAT Campus,CloudHQ,San Antonio,San Antonio,United States,15255 Lambda Dr,TX
Vantage TX11 - San Antonio,Vantage Data Centers,San Antonio,San Antonio,United States,14720 Omicron Dr,TX
Microsoft Texas Research Park (TRP2),Microsoft,San Antonio,San Antonio,United States,15000 Lambda Dr,TX
Microsoft Texas Research Park (TRP1),Microsoft,San Antonio,San Antonio,United States,15000 Lambda Dr,TX
Amazon AWS SAT - 12807 Donop B,Amazon AWS,Elmendorf,San Antonio,United States,12807 Donop Rd,TX
Amazon AWS SAT - 7400 Potranco,Amazon AWS,San Antonio,San Antonio,United States,7400 Potranco Rd,TX
Amazon AWS SAT - 1535 NW Crossroads,Amazon AWS,San Antonio,San Antonio,United States,1535 NW Crossroads,TX
CityNAP,CityNAP,San Antonio,San Antonio,United States,415 N Main Ave,TX
San Antonio Data Center,"Five 9s Digital, LLC",San Antonio,San Antonio,United States,8500 Vicar Drive,TX
CloudHQ SAT4,CloudHQ,San Antonio,San Antonio,United States,15255 Lambda Dr,TX
American Tower EDC San Antonio,American Tower Corporation,San Antonio,San Antonio,United States,5436 W US Hwy 90,TX
CloudHQ SAT5,CloudHQ,San Antonio,San Antonio,United States,15255 Lambda Dr,TX
Rowan Cinco,Rowan Digital Infrastructure,Lytle,San Antonio,United States,TX-132 & Co Rd 683,TX
Amazon AWS SAT - 11625 Old Corpus Christi,Amazon AWS,San Antonio,San Antonio,United States,11625 Old Corpus Christi Hwy,TX
CloudHQ SAT2,CloudHQ,San Antonio,San Antonio,United States,15255 Lambda Dr,TX
CloudHQ SAT1,CloudHQ,San Antonio,San Antonio,United States,15255 Lambda Dr,TX
Microsoft Texas Research Park,Microsoft,San Antonio,San Antonio,United States,15000 Lambda Dr,TX
Amazon AWS SAT - TX-211 & Potranco Rd,Amazon AWS,San Antonio,San Antonio,United States,TX-211 & Potranco Rd,TX
Stream DC San Antonio III,Stream Data Centers,San Antonio,San Antonio,United States,11203 W Military Drive,TX
CloudHQ SAT3,CloudHQ,San Antonio,San Antonio,United States,15255 Lambda Dr,TX
Microsoft San Antonio (SAT15),Microsoft,San Antonio,San Antonio,United States,3555 Westover Link,TX
Vantage TX22 - San Antonio,Vantage Data Centers,San Antonio,San Antonio,United States,5207 Rogers Rd,TX
CyrusOne SAT8 - San Antonio,CyrusOne Data Centers,San Antonio,San Antonio,United States,14677 Omicron Dr,TX
Duos Edge AI - Victoria EDC,"Duos Edge AI, Inc.",Victoria,San Antonio,United States,1905 Leary Ln,TX
Microsoft Castroville Campus,Microsoft,Castroville,San Antonio,United States,2580 FM471 North / 8844 FM1957,TX
Amazon AWS SAT - Bitter Blue Campus,Amazon AWS,Elmendorf,San Antonio,United States,12807 Donop Rd,TX
CyrusOne SAT6 - San Antonio,CyrusOne Data Centers,San Antonio,San Antonio,United States,14719 Omicron Drive,TX
Black Mountain San Antonio,Black Mountain,San Antonio,San Antonio,United States,TX-16 & Lone Star Pass,TX
Microsoft Texas Research Park (SAT40),Microsoft,San Antonio,San Antonio,United States,15000 Lambda Dr,TX
Microsoft Wiseman Boulevard (SAT14),Microsoft,San Antonio,San Antonio,United States,3545 Wiseman Blvd,TX
CyrusOne SAT3 - San Antonio,CyrusOne Data Centers,San Antonio,San Antonio,United States,9554 Westover Hills Boulevard,TX
Microsoft San Antonio Chevron,Microsoft,San Antonio,San Antonio,United States,5150 Rogers Rd,TX
Microsoft San Antonio (SN7),Microsoft,San Antonio,San Antonio,United States,5200 Rogers Rd,TX
Microsoft Texas Research Park (TRP6),Microsoft,San Antonio,San Antonio,United States,15000 Lambda Dr,TX
CyrusOne SAT4 - San Antonio,CyrusOne Data Centers,San Antonio,San Antonio,United States,9655 Raba Drive,TX
Microsoft Texas Research Park (SAT46 / TRP3),Microsoft,San Antonio,San Antonio,United States,15000 Lambda Dr,TX
Microsoft Texas Research Park (TRP4),Microsoft,San Antonio,San Antonio,United States,15000 Lambda Dr,TX
Windstream San Antonio,Windstream,San Antonio,San Antonio,United States,106 S St Mary's St,TX
Vantage TX21 - San Antonio,Vantage Data Centers,San Antonio,San Antonio,United States,5207 Rogers Rd,TX
Microsoft Texas Research Park (TRP5),Microsoft,San Antonio,San Antonio,United States,15000 Lambda Dr,TX
Amazon AWS SAT - 12807 Donop A,Amazon AWS,Elmendorf,San Antonio,United States,12807 Donop Rd,TX
Amazon AWS SAT - Potranco Campus,Amazon AWS,San Antonio,San Antonio,United States,1535 NW Crossroads / 7400 Potranco Rd,TX
Microsoft San Antonio (SAT80),Microsoft,Castroville,San Antonio,United States,8844 Fm1957,TX
CyrusOne SAT9 - San Antonio,CyrusOne Data Centers,San Antonio,San Antonio,United States,14815 Omicron Dr,TX
CloudBurst Central Texas,CloudBurst Data Centers,San Marcos,San Antonio,United States,within a 75-acre site near both Austin and San Antonio in Central Texas.,TX
Lumen San Antonio 3,Lumen,San Antonio,San Antonio,United States,214 E Ramsey Rd,TX
Microsoft San Antonio (SAT81),Microsoft,Castroville,San Antonio,United States,8844 Fm1957,TX
Microsoft San Antonio (SAT94),Microsoft,Medina,San Antonio,United States,"within Medina, Texas, along County Road 381",TX
Microsoft San Antonio (SAT93),Microsoft,Medina,San Antonio,United States,"within Medina, Texas, along County Road 381",TX
Microsoft San Antonio (SAT89),Microsoft,Castroville,San Antonio,United States,2995 US Hwy 90 W,TX
Microsoft San Antonio (SAT90),Microsoft,Castroville,San Antonio,United States,2995 US Hwy 90 W,TX
Microsoft San Antonio (SAT82),Microsoft,Castroville,San Antonio,United States,2580 Farm-to-Market 471 North,TX
MDC El Paso - ELP1,MDC Data Centers,El Paso,El Paso,United States,11455 Cedar Oak Dr,TX
Connect El Paso,Connect Data Centers by Oppidan,El Paso,El Paso,United States,9879 North Loop Dr,TX
Cogent Data Center - El Paso,"Cogent Communications, Inc.",El Paso,El Paso,United States,151 N Boone St,TX
Meta El Paso Campus,Meta,El Paso,El Paso,United States,US-54 & Stan Roberts Sr Ave,TX
One San Jacinto Plaza,Unknown Company,El Paso,El Paso,United States,201 E Main Drive,TX
Flō Networks El Paso,Flo Networks,El Paso,El Paso,United States,500 W Overland Avenue,TX
Lumen El Paso 2,Lumen,El Paso,El Paso,United States,201 E Main Drive,TX
Lumen El Paso 1,Lumen,El Paso,El Paso,United States,501 W. Overland,TX
10051 Brickyard Wy,Digital Realty,Manassas,Manassas,United States,10051 Brickyard Wy,VA
9905 Godwin Drive (IAD53),Digital Realty,Manassas,Manassas,United States,9905 Godwin Dr,VA
Iron Mountain Data Centers VA-2,Iron Mountain Data Centers,Manassas,Manassas,United States,11660 Hayden Road,VA
Iron Mountain Data Centers VA-1,Iron Mountain Data Centers,Manassas,Manassas,United States,11680 Hayden Road,VA
EvoSwitch Manassas (WDC1),EvoSwitch,Manassas,Manassas,United States,9651 Hornbaker Road,VA
VAZATA NoVA I,VAZATA,Manassas,Manassas,United States,9651 Hornbaker Road,VA
STACK Infrastructure NVA05A,STACK INFRASTRUCTURE,Manassas,Manassas,United States,9101 Freedom Center Blvd,VA
QTS Manassas Campus,QTS Data Centers,Manassas,Manassas,United States,9400 Godwin Drive,VA
QTS Manassas DC5,QTS Data Centers,Manassas,Manassas,United States,9301 Freedom Center Boulevard,VA
CloudHQ MDC Campus,CloudHQ,Manassas,Manassas,United States,10100 Harry J Parrish Boulevard,VA
CloudHQ MCC Campus,CloudHQ,Manassas,Manassas,United States,Airman Ave & Harry J Parish Boulevard,VA
Cloud Capital - 9651 Hornbaker,CloudHQ,Manassas,Manassas,United States,9651 Hornbaker Road,VA
Iron Mountain Data Centers VA-6,Iron Mountain Data Centers,Manassas,Manassas,United States,11891 Sudley Manor Road,VA
QTS Manassas DC1,QTS Data Centers,Manassas,Manassas,United States,9400 Godwin Drive,VA
QTS Manassas DC2,QTS Data Centers,Manassas,Manassas,United States,9420 Godwin Drive,VA
CloudHQ MCC4,CloudHQ,Manassas,Manassas,United States,10849 Airman Avenue,VA
STACK Infrastructure NVA05B,STACK INFRASTRUCTURE,Manassas,Manassas,United States,Freedom Center Blvd,VA
CloudHQ MCC3,CloudHQ,Manassas,Manassas,United States,10740 Airman Avenue,VA
CloudHQ MCC7,CloudHQ,Manassas,Manassas,United States,10131 Harry J Parrish Blvd,VA
Amazon AWS IAD - Doane Campus,Amazon AWS,Manassas,Manassas,United States,Doane Dr / Brewers Spring Rd,VA
Microsoft Jacksonville Road Campus,Microsoft,Manassas,Manassas,United States,11314 Balls Ford Rd,VA
CloudHQ MCC6Z,CloudHQ,Manassas,Manassas,United States,10131 Harry J Parrish Blvd,VA
Amazon AWS IAD - Tanner Campus,Amazon AWS,Manassas,Manassas,United States,10301-1321 Tanner Way,VA
CloudHQ MCC6A,CloudHQ,Manassas,Manassas,United States,10900 Airman Avenue,VA
Amazon AWS IAD - Mason Campus,Amazon AWS,Manassas,Manassas,United States,7505-7610 Mason King Ct,VA
CloudHQ MCC5,CloudHQ,Manassas,Manassas,United States,10951 Airman Avenue,VA
Iron Mountain Data Centers VA-3,Iron Mountain Data Centers,Manassas,Manassas,United States,11640 Hayden Road,VA
CloudHQ MCC2,CloudHQ,Manassas,Manassas,United States,10100 Harry J Parish Boulevard,VA
Iron Mountain Data Centers VA-7,Iron Mountain Data Centers,Manassas,Manassas,United States,8330 Bethlehem Road,VA
Iron Mountain Data Centers VA-9,Iron Mountain Data Centers,Manassas,Manassas,United States,Hayden Rd,VA
Amazon AWS IAD - Innovation Campus,Amazon AWS,Manassas,Manassas,United States,9680-9740 Innovation Dr,VA
Amazon - Dumfries Rd & Colchester Park,Amazon AWS,Manassas,Manassas,United States,Dumfries Rd & Colchester Park Dr,VA
Amazon AWS IAD - 8180 Bethlehem,Amazon AWS,Manassas,Manassas,United States,8180 Bethlehem Rd,VA
Amazon AWS IAD - 7060 Wellington,Amazon AWS,Manassas,Manassas,United States,7060 Wellington Rd,VA
STACK Infrastructure NVA02G,STACK INFRASTRUCTURE,Manassas,Manassas,United States,9530 Hornbaker Rd,VA
Amazon AWS IAD - 10321 Tanner,Amazon AWS,Manassas,Manassas,United States,10321 Tanner Way,VA
Amazon AWS IAD - 7610 Mason,Amazon AWS,Manassas,Manassas,United States,7610 Mason King Ct,VA
STACK Infrastructure NVA02F,STACK INFRASTRUCTURE,Manassas,Manassas,United States,9650 Hornbaker Rd,VA
Amazon AWS IAD - 7080 Wellington,Amazon AWS,Manassas,Manassas,United States,7080 Wellington Rd,VA
Amazon AWS IAD - 9740 Innovation,Amazon AWS,Manassas,Manassas,United States,9740 Innovation Dr,VA
Amazon AWS IAD - 8200 Bethlehem,Amazon AWS,Manassas,Manassas,United States,8200 Bethlehem Rd,VA
Amazon AWS IAD - 14237 Dumfries,Amazon AWS,Manassas,Manassas,United States,14237 Dumfries Rd,VA
Amazon AWS IAD - 8158 Sudley,Amazon AWS,Manassas,Manassas,United States,8158 Sudley Rd,VA
Amazon AWS IAD - 8190 Bethlehem,Amazon AWS,Manassas,Manassas,United States,8190 Bethlehem Rd,VA
Amazon AWS IAD - Thomasson Campus,Amazon AWS,Manassas,Manassas,United States,11150-11200 Thomasson Barn Rd,VA
Amazon AWS IAD - 14209 Dumfries,Amazon AWS,Manassas,Manassas,United States,14209 Dumfries Rd,VA
Amazon AWS IAD - 7510 Mason,Amazon AWS,Manassas,Manassas,United States,7510 Mason King Ct,VA
Amazon AWS IAD - 9020 Freedom,Amazon AWS,Manassas,Manassas,United States,9020 Freedom Center Blvd,VA
Microsoft Hansen Farm,Microsoft,Manassas,Manassas,United States,13050 Hansen Farm Rd,VA
Verizon Manassas,Verizon Communications Inc.,Manassas,Manassas,United States,7777 Infantry Ridge,VA
Microsoft - MNZ02,Microsoft,Manassas,Manassas,United States,11314 Balls Ford Rd,VA
Amazon AWS IAD - 9700 Innovation,Amazon AWS,Manassas,Manassas,United States,9700 Innovation Dr,VA
Amazon AWS IAD - 7500 Bethlehem,Amazon AWS,Manassas,Manassas,United States,7500 Bethlehem Rd,VA
Amazon AWS IAD - 9680 Innovation,Amazon AWS,Manassas,Manassas,United States,9680 Innovation Dr,VA
Iron Mountain Data Centers Manassas,Iron Mountain Data Centers,Manassas,Manassas,United States,7816-8122 Bethlehem Rd,VA
Amazon AWS IAD - 10301 Tanner,Amazon AWS,Manassas,Manassas,United States,10301 Tanner Way,VA
Amazon AWS IAD - 7070 Wellington,Amazon AWS,Manassas,Manassas,United States,7070 Wellington Rd,VA
Amazon AWS IAD - 7505 Mason,Amazon AWS,Manassas,Manassas,United States,7505 Mason King Ct,VA
Amazon AWS IAD - 11800 Brewers,Amazon AWS,Manassas,Manassas,United States,11800 Brewers Spring Rd,VA
Amazon AWS IAD - 8210 Bethlehem,Amazon AWS,Manassas,Manassas,United States,8210 Bethlehem Rd,VA
Amazon AWS IAD - Bethlehem Campus,Amazon AWS,Manassas,Manassas,United States,8148-8210 Bethlehem Rd,VA
6895 Wellington Road,The BlackChamber Group,Manassas,Manassas,United States,6895 Wellington Rd,VA
Amazon AWS IAD - Freedom Campus,Amazon AWS,Manassas,Manassas,United States,9020-9040 Freedom Center Blvd,VA
Amazon AWS IAD - 11200 Thomasson,Amazon AWS,Manassas,Manassas,United States,11200 Thomasson Barn Rd,VA
Amazon AWS IAD - 11150 Thomasson,Amazon AWS,Manassas,Manassas,United States,11150 Thomasson Barn Rd,VA
Microsoft - MNZ01,Microsoft,Manassas,Manassas,United States,11314 Balls Ford Rd,VA
OVHcloud VIN1,OVH,Warrenton,Manassas,United States,6872 Watson Ct,VA
Amazon AWS IAD - 7600 Doane,Amazon AWS,Manassas,Manassas,United States,7600 Doane Dr,VA
Amazon AWS IAD - 9720 Innovation,Amazon AWS,Manassas,Manassas,United States,9720 Innovation Dr,VA
Amazon AWS IAD - 11801 Brewers,Amazon AWS,Manassas,Manassas,United States,11801 Brewers Spring Rd,VA
Amazon AWS IAD - 9040 Freedom,Amazon AWS,Manassas,Manassas,United States,9040 Freedom Center Blvd,VA
PRP - 7816 Bethlehem,PRP Real Estate Investment,Manassas,Manassas,United States,7816 Bethlehem Rd,VA
QTS Manassas DC6,QTS Data Centers,Manassas,Manassas,United States,within South of the QTS Manassas DC1 facility,VA
QTS Manassas DC4,QTS Data Centers,Manassas,Manassas,United States,within West of the QTS Manassas DC1 facility,VA
QTS Manassas DC3,QTS Data Centers,Manassas,Manassas,United States,within East of the QTS Manassas DC1-2 facility,VA
Iron Mountain Data Centers VA-5,Iron Mountain Data Centers,Manassas,Manassas,United States,11580 Hayden Road,VA
Iron Mountain Data Centers VA-4,Iron Mountain Data Centers,Manassas,Manassas,United States,11600 Hayden Road,VA
Amazon AWS IAD - Wellington Campus (Manassas),Amazon AWS,Manassas,Manassas,United States,7060-7080 Wellington Rd,VA
Amazon AWS IAD - Wellington Glen Tech Park,Amazon AWS,Manassas,Manassas,United States,11901 Sudley Manor Dr,VA
CloudHQ MDC1,CloudHQ,Manassas,Manassas,United States,10100 Harry J Parrish Boulevard,VA
CloudHQ MDC2,CloudHQ,Manassas,Manassas,United States,10100 Harry J Parrish Boulevard,VA
CloudHQ MDC3,CloudHQ,Manassas,Manassas,United States,10100 Harry J Parrish Boulevard,VA
Iron Mountain Data Centers VA-8,Iron Mountain Data Centers,Manassas,Manassas,United States,Hayden Rd,VA
Iron Mountain VIrginia Campus,Iron Mountain Data Centers,Manassas,Manassas,United States,11580-11680 Hayden Road,VA
Amazon AWS IAD - 7350 Century Park Dr,Amazon AWS,Manassas,Manassas,United States,7350 Century Park Dr,VA
Amazon AWS IAD - 11901 Sudley Manor Dr A,Amazon AWS,Manassas,Manassas,United States,11901 Sudley Manor Dr,VA
Amazon AWS IAD - 7151 Century Park Dr,Amazon AWS,Manassas,Manassas,United States,7151 Century Park Dr,VA
Amazon AWS IAD - 11901 Sudley Manor Dr B,Amazon AWS,Manassas,Manassas,United States,11901 Sudley Manor Dr,VA
STACK Infrastructure NVA05D,STACK INFRASTRUCTURE,Manassas,Manassas,United States,8695-8685 Wellington Rd,VA
Amazon AWS IAD - 8501 Vulcan Lane,Amazon AWS,Manassas,Manassas,United States,8501 Vulcan Ln,VA
STACK Infrastructure NVA05C,STACK INFRASTRUCTURE,Manassas,Manassas,United States,"Historic District, 8886 Wellington Rd",VA
Amazon AWS IAD - 8401 Vulcan Lane,Amazon AWS,Manassas,Manassas,United States,8401 Vulcan Ln,VA
Amazon AWS IAD - 10261 Tanner,Amazon AWS,Manassas,Manassas,United States,10261 Tanner Way,VA
Amazon AWS IAD - 10281 Tanner,Amazon AWS,Manassas,Manassas,United States,10281 Tanner Way,VA
43704 Efficiency (IAD44),Digital Realty,Dulles,Dulles,United States,43704 Efficiency Dr,VA
Digital Dulles Campus,Digital Realty,Dulles,Dulles,United States,Old Ox Road / Efficiency Dr,VA
Old Ox Road,Digital Realty,Dulles,Dulles,United States,Old Ox Road,VA
Yondr Loundoun County DC1,Yondr Group,Aldie,Dulles,United States,24171 Youngwood Ln,VA
Yondr Loundoun County DC2,Yondr Group,Aldie,Dulles,United States,24171 Youngwood Ln,VA
Amazon AWS IAD - Fadeley & Woodside Campus,Amazon AWS,Dulles,Dulles,United States,Fadeley Ln / Woodside Ln,VA
Yondr Loundoun County Campus,Yondr Group,Aldie,Dulles,United States,24171 Youngwood Ln,VA
Amazon AWS IAD - Kipper Campus,Amazon AWS,Dulles,Dulles,United States,22370-22420 Kipper Dr,VA
Amazon AWS IAD - 22420 Kipper,Amazon AWS,Dulles,Dulles,United States,22420 Kipper Dr,VA
Amazon AWS IAD - 22370 Kipper,Amazon AWS,Dulles,Dulles,United States,22370 Kipper Dr,VA
22262 Cloud Plz,Sentinel Datacenters,Dulles,Dulles,United States,22262 Cloud Plaza,VA
Amazon AWS IAD - 43649 Light Speed Plz,Amazon AWS,Dulles,Dulles,United States,43649 Light Speed Plz,VA
Amazon AWS IAD - 22900 Platform,Amazon AWS,Dulles,Dulles,United States,22900 Platform Plz,VA
Amazon AWS IAD - 43765 Light Speed Plz,Amazon AWS,Dulles,Dulles,United States,43765 Light Speed Plz,VA
Amazon AWS IAD - Light Speed Plz Campus,Amazon AWS,Dulles,Dulles,United States,43649-43975 Light Speed Plz,VA
Amazon AWS IAD - 42800 Fadeley,Amazon AWS,Dulles,Dulles,United States,42800 Fadeley Ln,VA
Amazon AWS IAD - 22940 Platform,Amazon AWS,Dulles,Dulles,United States,22940 Platform Plz,VA
Amazon AWS IAD - 42949 Fadeley,Amazon AWS,Dulles,Dulles,United States,42949 Fadeley Ln,VA
Amazon AWS IAD - 24244 Quail,Amazon AWS,Aldie,Dulles,United States,24244 Quail Ridge Ln,VA
Amazon AWS IAD - 22890 Platform,Amazon AWS,Dulles,Dulles,United States,22890 Platform Plz,VA
Amazon AWS IAD - 42948 Fadeley,Amazon AWS,Dulles,Dulles,United States,42948 Fadeley Ln,VA
Amazon AWS IAD - 24214 Quail,Amazon AWS,Aldie,Dulles,United States,24214 Quail Ridge Ln,VA
Amazon AWS IAD - 43855 Light Speed Plz,Amazon AWS,Dulles,Dulles,United States,43855 Light Speed Plz,VA
Amazon AWS IAD - 24185 Upper Woodside,Amazon AWS,Dulles,Dulles,United States,24185 Upper Woodside Ln,VA
Amazon AWS IAD - 45795 Old Ox,Amazon AWS,Dulles,Dulles,United States,45795 Old Ox Rd,VA
Amazon AWS IAD - 24178 Upper Woodside,Amazon AWS,Dulles,Dulles,United States,24178 Upper Woodside Ln,VA
Amazon AWS IAD - 45775 Old Ox,Amazon AWS,Dulles,Dulles,United States,45775 Old Ox Rd,VA
Amazon AWS IAD - 42090 Reeds Farm Ln,Amazon AWS,Stone Ridge,Dulles,United States,42090 Reeds Farm Ln,VA
Amazon AWS IAD - Platform & Old Ox Campus,Amazon AWS,Dulles,Dulles,United States,Platform Plz / Old Ox Rd,VA
Amazon AWS IAD - 43975 Light Speed Plz,Amazon AWS,Dulles,Dulles,United States,43975 Light Speed Plz,VA
Amazon AWS IAD - 41992 John Mosby,Amazon AWS,Aldie,Dulles,United States,41992 John Mosby Hwy,VA
Amazon AWS IAD - 43764 Light Speed Plz,Amazon AWS,Dulles,Dulles,United States,43764 Light Speed Plz,VA
